employee_id,first_name,last_name,gender,pronouns,age,birth_date,department,business_unit,job_level,job_title,location,manager_id,base_salary,bonus_eligible,bonus_pct,equity_grant,equity_pct,employment_type,employment_status,hire_date,termination_date,ethnicity,marital_status,education_level,pay_frequency,veteran_status,disability_status,cost_center,fte,exemption_status,high_potential_flag,succession_plan_status,aihr_certified,training_count,last_training_date,promotion_count,last_promotion_date,snapshot_date,tenure_months,performance_rating,current_salary,engagement_score,risk_of_exit_score
280,Robin,Wilson,Female,he/him,28,1992-10-30,Support,Tech,3,Senior Director,"Austin, TX",,70621,True,0.096,True,0.0315,Full-time,Terminated,2020-10-30,2024-01-30,White,Married,Bachelor,Monthly,False,False,CC1008,1.0,Exempt,False,Not in plan,False,2,2021-09-30,0,,2023-07-31,33,4.96,75498,100.0,0.0
282,Alex,Davis,Female,he/him,32,1987-07-30,Sales,Commercial,3,VP,"San Francisco, CA",,76299,True,0.067,False,0.0,Full-time,Active,2019-07-30,,Black,Married,Bachelor,Monthly,False,False,CC1015,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,48,3.35,94953,62.29188349086832,0.3270597502050786
283,Robin,Smith,Female,she/her,31,1989-12-30,Product,Tech,4,Analyst,"Austin, TX",,101803,False,0.0,True,0.0605,Full-time,Active,2020-12-30,,White,Single,Master,Monthly,False,False,CC1013,1.0,Exempt,False,Not in plan,False,1,2021-02-28,0,,2023-07-31,31,1.79,109629,34.746252244081,0.6612479178817844
284,Morgan,Miller,Male,she/her,25,1994-05-30,Sales,Commercial,2,Manager,"New York, NY",,91220,False,0.0,True,0.0597,Full-time,Active,2019-05-30,,Hispanic,Married,Bachelor,Monthly,False,False,CC1005,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,50,2.36,110970,39.394788171803036,0.6098644988040272
285,Casey,Wilson,Male,they/them,32,1987-11-30,Sales,Commercial,3,Senior Director,"Austin, TX",,90387,False,0.0,False,0.0,Full-time,Active,2019-11-30,,Hispanic,Single,Master,Monthly,False,False,CC1016,0.5,Exempt,False,Not in plan,False,0,,0,,2023-07-31,44,4.36,101227,92.18067235393895,0.06795244178472508
288,Casey,Brown,Female,he/him,26,1994-06-30,Engineering,Tech,2,Director,"Seattle, WA",,117500,False,0.0,True,0.0138,Full-time,Active,2020-06-30,,White,Single,Master,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,1,2021-03-30,0,,2023-07-31,37,2.87,130398,64.85103809556028,0.3937210103276917
289,Jordan,Wilson,Female,he/him,27,1993-04-30,Engineering,Tech,2,Senior Manager,"New York, NY",,123119,False,0.0,True,0.0552,Full-time,Active,2020-04-30,,White,Married,Bachelor,Monthly,False,False,CC1010,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,39,4.36,137977,100.0,0.0
290,Morgan,Williams,Male,he/him,26,1994-03-30,Finance,Corporate,1,Senior Director,"Austin, TX",,94088,False,0.0,True,0.0703,Contractor,Active,2020-03-30,,Hispanic,Married,Bachelor,Monthly,False,False,CC1018,1.0,Non-exempt,False,Not in plan,False,0,,0,,2023-07-31,40,3.14,101453,50.08695020602828,0.47566854381386436
291,Drew,Garcia,Male,he/him,27,1993-05-30,Finance,Corporate,2,Senior Manager,"New York, NY",,88498,False,0.0,True,0.0358,Full-time,Active,2020-05-30,,Black,Single,High School,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,1,2020-06-30,0,,2023-07-31,38,1.22,98878,17.93730007626919,0.8452173761879395
292,Taylor,Davis,Female,he/him,28,1991-07-30,Marketing,Commercial,2,Manager,"Seattle, WA",,82570,False,0.0,True,0.0362,Contractor,Terminated,2019-07-30,2023-08-30,Other,Single,PhD,Monthly,False,False,CC1013,0.5,Exempt,False,Not in plan,False,3,2019-12-30,0,,2023-07-31,48,3.88,94658,80.27567705669796,0.2145328558222375
293,Robin,Smith,Female,she/her,22,1998-11-30,Engineering,Tech,2,VP,"Seattle, WA",,111901,True,0.182,False,0.0,Contractor,Active,2020-11-30,,White,Divorced,Master,Monthly,False,False,CC1017,1.0,Exempt,False,Not in plan,False,2,2021-03-30,0,,2023-07-31,32,1.28,114503,19.842261658680247,0.7912475602006752
294,Morgan,Smith,Male,she/her,38,1983-03-30,Sales,Commercial,3,Analyst,Remote,,80292,False,0.0,False,0.0,Full-time,Active,2021-03-30,,Hispanic,Married,Master,Monthly,False,False,CC1009,0.8,Exempt,False,Not in plan,False,4,2021-05-30,0,,2023-07-31,28,2.9,85162,51.15825350437413,0.4844591782960205
295,Robin,Johnson,Male,he/him,31,1988-05-30,Marketing,Commercial,3,Director,"Seattle, WA",,76769,False,0.0,True,0.0454,Full-time,Terminated,2019-05-30,2024-11-30,Hispanic,Married,PhD,Monthly,False,True,CC1005,0.5,Exempt,False,Not in plan,False,1,2020-01-30,0,,2023-07-31,50,4.44,91002,83.66020266856492,0.1345110321333107
297,Casey,Smith,Female,he/him,47,1973-06-30,Sales,Commercial,3,Manager,"Seattle, WA",,93536,True,0.192,True,0.0865,Contractor,Terminated,2020-06-30,2024-05-30,White,Married,Bachelor,Monthly,False,False,CC1007,1.0,Exempt,False,Not in plan,False,5,2021-05-30,0,,2023-07-31,37,4.08,100784,77.12402681127257,0.22469306903094394
298,Robin,Miller,Male,he/him,30,1989-08-30,Support,Tech,4,Director,Remote,,65948,False,0.0,True,0.0722,Full-time,Terminated,2019-08-30,2024-08-30,White,Married,Bachelor,Monthly,False,False,CC1003,1.0,Exempt,False,Not in plan,False,3,2020-03-30,0,,2023-07-31,47,2.58,74550,43.422544522722,0.5652428331487037
300,Robin,Williams,Female,she/her,31,1989-11-30,Customer Success,Commercial,2,Senior Director,Remote,,75980,False,0.0,True,0.0941,Full-time,Active,2020-11-30,,Black,Single,Master,Monthly,False,False,CC1014,1.0,Exempt,True,In plan,False,1,2021-05-30,0,,2023-07-31,32,4.29,81260,85.34638389112234,0.13564269401609835
302,Alex,Garcia,Male,she/her,45,1976-04-30,Marketing,Commercial,3,Senior Director,"San Francisco, CA",,74900,True,0.172,True,0.067,Contractor,Terminated,2021-04-30,2024-10-30,Black,Married,Associate,Monthly,False,False,CC1018,1.0,Exempt,False,Not in plan,False,1,2021-05-30,0,,2023-07-31,27,3.12,79445,66.68209992735265,0.3373010056874934
303,Casey,Rodriguez,Male,she/her,34,1987-04-30,Finance,Corporate,2,Analyst,Remote,,93471,False,0.0,True,0.0652,Full-time,Active,2021-04-30,,Asian,Married,Bachelor,Monthly,False,False,CC1018,1.0,Exempt,False,Not in plan,False,1,2021-09-30,0,,2023-07-31,27,3.81,104251,79.68075373996552,0.24711193889087457
304,Drew,Williams,Male,he/him,34,1987-04-30,Marketing,Commercial,2,Senior Manager,Remote,,80173,True,0.192,True,0.0408,Contractor,Active,2021-04-30,,Hispanic,Married,Bachelor,Monthly,False,False,CC1002,0.5,Exempt,False,Not in plan,False,2,2021-05-30,0,,2023-07-31,27,3.21,84589,63.4075361541572,0.3978418045372189
305,Cameron,Jones,Non-binary,he/him,39,1982-04-30,Sales,Commercial,1,Analyst,"Austin, TX",,94036,True,0.122,True,0.0426,Full-time,Active,2021-04-30,,White,Married,Associate,Monthly,False,False,CC1001,1.0,Non-exempt,False,Not in plan,False,2,2022-01-30,0,,2023-07-31,27,1.0,101845,20.615360547473973,0.7606079957981218
306,Casey,Rodriguez,Male,he/him,48,1973-04-30,Engineering,Tech,4,Analyst,"Austin, TX",,124348,False,0.0,True,0.0757,Full-time,Terminated,2021-04-30,2024-02-29,White,Married,Bachelor,Monthly,False,True,CC1012,1.0,Exempt,False,Not in plan,False,1,2022-03-30,0,,2023-07-31,27,2.15,140082,44.1393333112632,0.5924830361355421
307,Drew,Garcia,Female,he/him,25,1996-05-31,Engineering,Tech,3,Manager,"Seattle, WA",,103553,False,0.0,True,0.0884,Full-time,Active,2021-05-31,,Asian,Single,Bachelor,Monthly,False,False,CC1016,1.0,Exempt,False,Not in plan,False,1,2021-07-31,0,,2023-07-31,26,3.32,109930,69.26372320451503,0.29235533484349957
310,Jamie,Wilson,Female,he/him,38,1983-05-31,Sales,Commercial,1,Senior Analyst,"Seattle, WA",,100005,True,0.184,True,0.0702,Full-time,Active,2021-05-31,,Hispanic,Single,Master,Monthly,False,False,CC1003,0.8,Non-exempt,False,Not in plan,True,3,2021-08-31,0,,2023-07-31,26,2.67,108285,60.73283109509415,0.3971972253547297
311,Morgan,Williams,Female,she/her,39,1982-05-31,Customer Success,Commercial,1,Director,"Seattle, WA",,76304,False,0.0,True,0.0535,Full-time,Active,2021-05-31,,White,Single,Bachelor,Monthly,False,False,CC1011,1.0,Non-exempt,False,Not in plan,False,1,2021-12-31,0,,2023-07-31,26,4.41,79931,92.62914376626274,0.08621137688790283
313,Casey,Garcia,Female,he/him,23,1998-06-30,Customer Success,Commercial,3,Director,"San Francisco, CA",,79932,False,0.0,False,0.0,Full-time,Active,2021-06-30,,Other,Divorced,Bachelor,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,True,1,2022-03-30,0,,2023-07-31,25,1.84,84931,36.51948587679365,0.6391230522610304
314,Taylor,Rodriguez,Female,she/her,42,1979-06-30,Sales,Commercial,1,Director,"Austin, TX",,95985,True,0.145,True,0.0954,Full-time,Active,2021-06-30,,Other,Single,Bachelor,Monthly,False,False,CC1001,1.0,Non-exempt,False,Not in plan,False,0,,0,,2023-07-31,25,2.73,105750,52.11132409481877,0.4457149287774124
315,Robin,Miller,Female,she/her,39,1982-06-30,Operations,Corporate,1,Senior Manager,"New York, NY",,70406,False,0.0,True,0.0695,Contractor,Active,2021-06-30,,White,Single,Master,Monthly,False,False,CC1005,1.0,Non-exempt,False,Not in plan,False,1,2021-07-30,0,,2023-07-31,25,3.26,77557,66.0327289929095,0.3245301312319727
316,Casey,Wilson,Non-binary,he/him,25,1996-06-30,Marketing,Commercial,3,Director,"Seattle, WA",,83509,True,0.168,True,0.0534,Full-time,Active,2021-06-30,,White,Single,Master,Monthly,False,False,CC1010,0.5,Exempt,True,In plan,False,0,,0,,2023-07-31,25,1.16,88267,24.63179390235192,0.76524958892754
317,Drew,Rodriguez,Female,he/him,37,1984-06-30,Operations,Corporate,1,Senior Director,"San Francisco, CA",,79358,False,0.0,False,0.0,Full-time,Active,2021-06-30,,Black,Single,Bachelor,Monthly,False,False,CC1016,0.8,Non-exempt,False,Not in plan,False,1,2022-05-30,0,,2023-07-31,25,3.06,83485,56.112714270317284,0.4416736698533476
318,Morgan,Williams,Male,he/him,22,1999-07-31,Sales,Commercial,1,Manager,"San Francisco, CA",,86773,False,0.0,True,0.0686,Full-time,Active,2021-07-31,,Black,Married,Master,Monthly,False,False,CC1010,1.0,Non-exempt,True,In plan,True,0,,0,,2023-07-31,24,5.0,93700,100.0,0.0
319,Taylor,Jones,Male,ze/zir,23,1998-07-31,Sales,Commercial,2,VP,Remote,,91035,True,0.1,True,0.044,Full-time,Terminated,2021-07-31,2024-04-30,White,Single,Bachelor,Monthly,False,False,CC1002,0.5,Non-exempt,False,Not in plan,False,1,2021-08-31,1,2023-07-31,2023-07-31,24,2.69,98236,46.53037592523343,0.4962888255076817
320,Robin,Johnson,Female,she/her,36,1985-07-31,Sales,Commercial,1,Manager,"New York, NY",,94458,True,0.16,False,0.0,Full-time,Active,2021-07-31,,Hispanic,Married,Bachelor,Monthly,False,False,CC1014,1.0,Non-exempt,False,Not in plan,False,1,2021-12-31,0,,2023-07-31,24,4.34,102368,85.92118585515952,0.11656128055072806
321,Morgan,Brown,Male,he/him,42,1979-07-31,Customer Success,Commercial,3,VP,"Seattle, WA",,61107,False,0.0,True,0.0922,Full-time,Active,2021-07-31,,White,Divorced,High School,Monthly,False,False,CC1015,1.0,Exempt,False,Not in plan,False,1,2022-06-30,1,2023-07-31,2023-07-31,24,2.53,63832,48.418319334318355,0.5651526528808241
325,Riley,Garcia,Male,she/her,35,1986-08-31,Engineering,Tech,1,Manager,Remote,,133872,False,0.0,True,0.1,Full-time,Active,2021-08-31,,Asian,Single,Bachelor,Monthly,False,False,CC1008,0.8,Non-exempt,False,Not in plan,False,0,,0,,2023-07-31,23,2.26,138183,46.58299825087348,0.5610806060535897
326,Casey,Rodriguez,Female,she/her,26,1995-08-31,Engineering,Tech,2,Manager,"Austin, TX",,115346,True,0.149,False,0.0,Full-time,Active,2021-08-31,,White,Divorced,Bachelor,Monthly,False,False,CC1006,0.8,Exempt,False,Not in plan,False,0,,0,,2023-07-31,23,3.29,119002,66.86349063934027,0.31752066195705964
327,Riley,Wilson,Female,she/her,41,1980-09-30,Product,Tech,2,Senior Analyst,"Austin, TX",,105046,True,0.117,False,0.0,Full-time,Active,2021-09-30,,White,Single,High School,Monthly,False,False,CC1015,0.8,Exempt,False,Not in plan,False,2,2022-07-30,0,,2023-07-31,22,4.05,108638,84.2951441072755,0.1638391944143041
328,Casey,Garcia,Male,they/them,28,1993-09-30,Engineering,Tech,2,Analyst,Remote,,115276,False,0.0,True,0.0505,Full-time,Active,2021-09-30,,White,Married,Bachelor,Monthly,False,False,CC1009,1.0,Exempt,False,Not in plan,False,1,2021-11-30,0,,2023-07-31,22,1.87,120315,26.94442220504213,0.7107386257650737
329,Jamie,Garcia,Female,she/her,28,1993-09-30,Product,Tech,1,Director,Remote,,116968,False,0.0,True,0.0823,Contractor,Active,2021-09-30,,Black,Married,Bachelor,Monthly,False,True,CC1000,1.0,Non-exempt,True,In plan,False,3,2022-07-30,0,,2023-07-31,22,1.97,119415,35.755026461046064,0.6317364653203537
330,Morgan,Davis,Female,he/him,35,1986-09-30,Support,Tech,3,Senior Manager,"San Francisco, CA",,64449,False,0.0,True,0.0941,Full-time,Active,2021-09-30,,White,Married,Master,Monthly,False,False,CC1001,0.5,Exempt,False,Not in plan,False,0,,0,,2023-07-31,22,4.88,66727,100.0,0.012169234400050367
331,Taylor,Miller,Female,she/her,41,1980-09-30,Engineering,Tech,1,Director,Remote,,128107,False,0.0,True,0.0871,Full-time,Terminated,2021-09-30,2024-03-30,Hispanic,Married,Bachelor,Monthly,False,False,CC1012,1.0,Non-exempt,False,Not in plan,False,1,2022-05-30,0,,2023-07-31,22,1.0,133329,21.256260362690735,0.7729372784694276
333,Casey,Davis,Female,he/him,36,1985-10-31,Product,Tech,2,VP,"San Francisco, CA",,118134,False,0.0,True,0.0282,Contractor,Active,2021-10-31,,Asian,Single,Bachelor,Monthly,False,False,CC1005,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,21,1.89,121224,42.696588046333446,0.6011417221700858
334,Drew,Johnson,Female,she/her,32,1989-10-31,Marketing,Commercial,3,Analyst,"Seattle, WA",,67951,False,0.0,True,0.0231,Full-time,Active,2021-10-31,,White,Married,High School,Monthly,False,False,CC1016,1.0,Exempt,False,Not in plan,False,2,2022-07-31,0,,2023-07-31,21,3.47,71332,75.96011759582171,0.23037832481440867
335,Riley,Rodriguez,Female,he/him,23,1998-10-31,Sales,Commercial,2,Manager,"New York, NY",,79957,False,0.0,False,0.0,Full-time,Active,2021-10-31,,Hispanic,Single,PhD,Monthly,False,False,CC1018,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,21,3.25,82509,78.91577442686007,0.21718249700676687
336,Drew,Davis,Male,he/him,36,1985-10-31,Marketing,Commercial,4,Manager,Remote,,77906,False,0.0,True,0.0646,Full-time,Active,2021-10-31,,White,Married,Bachelor,Monthly,False,False,CC1001,1.0,Exempt,False,Not in plan,False,1,2022-01-31,0,,2023-07-31,21,4.57,79982,85.40397146910526,0.1478665278215136
337,Drew,Johnson,Male,he/him,24,1997-10-31,Engineering,Tech,3,Manager,Remote,,122142,True,0.185,False,0.0,Contractor,Terminated,2021-10-31,2024-02-29,Hispanic,Single,Bachelor,Monthly,False,False,CC1009,1.0,Exempt,False,Not in plan,True,0,,0,,2023-07-31,21,3.09,126259,64.06961640637095,0.3721611907573281
338,Jamie,Jones,Female,she/her,26,1995-11-30,Sales,Commercial,2,Senior Director,"New York, NY",,68993,True,0.126,True,0.0553,Full-time,Active,2021-11-30,,White,Married,Bachelor,Monthly,False,False,CC1009,0.8,Exempt,True,In plan,True,0,,0,,2023-07-31,20,3.28,71551,62.577685306711054,0.36332332166527564
339,Robin,Brown,Male,she/her,30,1991-11-30,Product,Tech,3,Analyst,"Seattle, WA",,95454,True,0.149,True,0.0238,Full-time,Active,2021-11-30,,White,Divorced,Bachelor,Monthly,False,False,CC1010,1.0,Exempt,False,Not in plan,False,1,2022-01-30,0,,2023-07-31,20,3.53,97903,68.6396727329146,0.36431044920947475
341,Riley,Jones,Male,he/him,40,1981-11-30,Sales,Commercial,3,Senior Manager,"New York, NY",,83218,True,0.135,True,0.0546,Full-time,Active,2021-11-30,,Hispanic,Married,Master,Monthly,False,False,CC1019,1.0,Exempt,True,In plan,False,1,2022-02-28,0,,2023-07-31,20,3.13,87236,54.3229336578344,0.4696440811615114
342,Cameron,Miller,Female,ze/zir,40,1981-11-30,Sales,Commercial,3,Senior Analyst,"San Francisco, CA",,94325,True,0.11,False,0.0,Full-time,Active,2021-11-30,,White,Married,Bachelor,Monthly,False,False,CC1002,1.0,Exempt,False,Not in plan,False,2,2022-10-30,0,,2023-07-31,20,2.44,96863,45.68287663231932,0.5317102330367665
343,Riley,Garcia,Male,he/him,45,1976-11-30,Marketing,Commercial,4,VP,"New York, NY",,74820,True,0.17,True,0.0417,Full-time,Active,2021-11-30,,White,Single,Associate,Monthly,False,False,CC1009,1.0,Exempt,False,Not in plan,True,2,2022-08-30,0,,2023-07-31,20,4.27,77423,78.34931125087047,0.2471179436564241
344,Cameron,Garcia,Male,he/him,47,1974-11-30,Marketing,Commercial,3,Senior Director,"Seattle, WA",,89312,True,0.154,True,0.0609,Full-time,Active,2021-11-30,,Asian,Divorced,Associate,Monthly,False,True,CC1010,1.0,Exempt,False,Not in plan,False,1,2021-12-30,0,,2023-07-31,20,3.52,92213,66.4468172881457,0.30133074129026627
345,Drew,Rodriguez,Male,he/him,38,1983-11-30,Customer Success,Commercial,2,VP,"New York, NY",,76736,True,0.109,True,0.0864,Full-time,Terminated,2021-11-30,2025-02-28,White,Married,Associate,Monthly,False,False,CC1011,1.0,Exempt,False,Not in plan,False,2,2022-07-30,0,,2023-07-31,20,4.76,78815,95.41327496913674,0.06587360374487616
347,Riley,Miller,Female,she/her,23,1998-11-30,Marketing,Commercial,1,Manager,"New York, NY",,72541,False,0.0,True,0.0294,Full-time,Active,2021-11-30,,Other,Married,Bachelor,Monthly,False,False,CC1001,1.0,Non-exempt,False,Not in plan,False,2,2022-06-30,0,,2023-07-31,20,1.39,75100,21.882213660416824,0.8174184813729352
348,Riley,Rodriguez,Female,she/her,38,1983-11-30,Marketing,Commercial,1,Senior Director,"San Francisco, CA",,84793,True,0.139,True,0.0172,Full-time,Active,2021-11-30,,White,Single,Bachelor,Monthly,False,False,CC1010,0.8,Non-exempt,False,Not in plan,False,1,2022-02-28,0,,2023-07-31,20,2.68,89549,52.43734801403286,0.4706913683787521
349,Morgan,Jones,Female,he/him,29,1992-12-31,Engineering,Tech,1,Analyst,"Austin, TX",,120989,False,0.0,True,0.0371,Full-time,Terminated,2021-12-31,2025-01-31,White,Married,Bachelor,Monthly,False,False,CC1000,0.5,Non-exempt,True,In plan,False,2,2022-10-31,0,,2023-07-31,19,3.04,128459,65.3987987398607,0.38626417187367856
350,Taylor,Williams,Female,she/her,35,1986-12-31,Sales,Commercial,2,Senior Director,"New York, NY",,72615,True,0.056,True,0.032,Full-time,Terminated,2021-12-31,2023-10-31,Hispanic,Married,Bachelor,Monthly,False,False,CC1011,1.0,Exempt,False,Not in plan,False,1,2022-09-30,0,,2023-07-31,19,2.82,74573,62.24236170582992,0.37509992681136184
351,Taylor,Miller,Male,she/her,34,1987-12-31,Product,Tech,2,Senior Analyst,Remote,,116873,False,0.0,True,0.0422,Contractor,Active,2021-12-31,,White,Single,Bachelor,Monthly,False,False,CC1015,1.0,Exempt,False,Not in plan,False,1,2022-09-30,0,,2023-07-31,19,2.53,122285,48.087907199186674,0.5071089564529264
352,Jordan,Smith,Female,he/him,22,1999-12-31,Customer Success,Commercial,3,VP,"San Francisco, CA",,72118,False,0.0,True,0.0771,Full-time,Active,2021-12-31,,White,Married,Bachelor,Monthly,False,False,CC1018,1.0,Exempt,False,Not in plan,False,1,2022-05-31,0,,2023-07-31,19,3.31,73062,64.29115298547539,0.33952706995568144
353,Robin,Brown,Male,he/him,32,1989-12-31,Finance,Corporate,3,Manager,"San Francisco, CA",,90130,True,0.103,False,0.0,Full-time,Active,2021-12-31,,Asian,Married,Bachelor,Monthly,False,False,CC1014,1.0,Exempt,False,Not in plan,False,5,2022-01-31,0,,2023-07-31,19,1.82,92312,32.96596715422821,0.6969865723824141
357,Cameron,Williams,Male,he/him,37,1985-01-31,Sales,Commercial,1,Senior Analyst,Remote,,91850,True,0.11,True,0.0396,Full-time,Active,2022-01-31,,White,Married,Associate,Monthly,False,False,CC1000,1.0,Non-exempt,False,Not in plan,False,1,2022-12-31,0,,2023-07-31,18,2.36,97099,38.62064336151393,0.6502206353637539
359,Drew,Brown,Male,they/them,27,1995-01-31,Customer Success,Commercial,2,Senior Analyst,"Seattle, WA",,63982,False,0.0,True,0.0367,Full-time,Active,2022-01-31,,Hispanic,Single,Bachelor,Monthly,False,False,CC1013,0.8,Exempt,False,Not in plan,False,1,2022-07-31,0,,2023-07-31,18,3.04,65679,65.32145368541299,0.2885160720084001
360,Casey,Miller,Female,she/her,42,1980-01-31,Marketing,Commercial,2,Senior Analyst,"Austin, TX",,92852,False,0.0,True,0.0609,Contractor,Active,2022-01-31,,White,Married,Master,Monthly,False,False,CC1003,0.8,Exempt,False,Not in plan,False,0,,0,,2023-07-31,18,3.09,97134,57.76374685215355,0.4353403120762807
361,Cameron,Jones,Female,she/her,32,1990-02-28,Engineering,Tech,2,Senior Analyst,Remote,,125665,False,0.0,True,0.098,Full-time,Terminated,2022-02-28,2025-03-28,Hispanic,Divorced,Bachelor,Monthly,False,False,CC1004,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,17,3.29,131307,61.41934765537023,0.3707526308789883
362,Casey,Garcia,Female,she/her,36,1986-02-28,Product,Tech,1,Senior Analyst,"New York, NY",,119913,False,0.0,True,0.0735,Full-time,Active,2022-02-28,,White,Single,Bachelor,Monthly,False,False,CC1005,0.8,Non-exempt,True,In plan,False,2,2022-12-28,0,,2023-07-31,17,1.81,122515,31.677944399908853,0.6851483618623629
363,Jamie,Garcia,Female,he/him,33,1989-02-28,Finance,Corporate,2,Manager,Remote,,98017,False,0.0,True,0.0371,Full-time,Active,2022-02-28,,Asian,Married,Master,Monthly,False,False,CC1009,1.0,Exempt,True,In plan,False,1,2022-10-28,0,,2023-07-31,17,2.58,102532,53.01758716310255,0.43966138441647423
364,Riley,Davis,Male,he/him,27,1995-02-28,Engineering,Tech,2,Manager,Remote,,83625,True,0.097,True,0.0186,Full-time,Active,2022-02-28,,Hispanic,Married,Associate,Monthly,False,False,CC1016,1.0,Exempt,False,Not in plan,False,1,2022-08-28,0,,2023-07-31,17,1.55,86528,39.30023895923668,0.6503901879605911
365,Riley,Davis,Female,she/her,22,2000-02-28,Support,Tech,3,Manager,"Seattle, WA",,74767,False,0.0,True,0.0346,Contractor,Active,2022-02-28,,Asian,Married,PhD,Monthly,False,False,CC1019,1.0,Exempt,True,In plan,False,0,,0,,2023-07-31,17,1.83,76576,37.86218813549564,0.6535670554115961
368,Casey,Garcia,Female,he/him,35,1987-02-28,Finance,Corporate,1,Manager,Remote,,95331,False,0.0,True,0.0762,Full-time,Active,2022-02-28,,White,Single,Bachelor,Monthly,False,False,CC1005,1.0,Non-exempt,True,In plan,False,0,,0,,2023-07-31,17,2.78,98246,55.65669737350364,0.4251921288999867
369,Jordan,Smith,Female,he/him,46,1976-02-28,Marketing,Commercial,1,Senior Analyst,"Austin, TX",,78021,False,0.0,False,0.0,Full-time,Active,2022-02-28,,Asian,Married,PhD,Monthly,False,False,CC1001,1.0,Non-exempt,False,Not in plan,False,1,2022-05-28,0,,2023-07-31,17,2.32,81363,43.3565665435103,0.5723388987273063
371,Drew,Brown,Female,she/her,27,1995-03-31,Engineering,Tech,1,Senior Director,"New York, NY",,117436,False,0.0,True,0.0146,Full-time,Active,2022-03-31,,Black,Married,Associate,Monthly,False,False,CC1003,1.0,Non-exempt,False,Not in plan,False,0,,0,,2023-07-31,16,1.91,120303,30.94822292659616,0.6588201782084413
372,Jordan,Smith,Female,he/him,34,1988-03-31,Customer Success,Commercial,1,VP,"Seattle, WA",,76231,False,0.0,False,0.0,Full-time,Active,2022-03-31,,Black,Married,Bachelor,Monthly,False,False,CC1010,0.5,Non-exempt,False,Not in plan,False,0,,0,,2023-07-31,16,2.86,80458,52.000408226564986,0.47909536573848494
373,Drew,Rodriguez,Female,he/him,32,1990-03-31,Support,Tech,1,Manager,Remote,,53422,False,0.0,True,0.0995,Contractor,Terminated,2022-03-31,2023-11-30,White,Married,Bachelor,Monthly,False,False,CC1004,0.5,Non-exempt,True,In plan,False,0,,0,,2023-07-31,16,3.35,56556,76.3081003001988,0.23460326561231146
374,Cameron,Garcia,Female,he/him,31,1991-03-31,HR,Corporate,3,Analyst,Remote,,67841,False,0.0,True,0.056,Contractor,Active,2022-03-31,,White,Married,Master,Monthly,False,False,CC1006,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,16,2.33,70069,48.41215036490583,0.537877053208316
376,Taylor,Johnson,Female,he/him,34,1988-04-30,Engineering,Tech,2,VP,"Seattle, WA",,131261,True,0.157,False,0.0,Full-time,Active,2022-04-30,,Hispanic,Single,Bachelor,Monthly,False,False,CC1017,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,15,2.44,134887,50.14583842463493,0.4626351726856638
377,Jordan,Jones,Male,she/her,35,1987-04-30,Customer Success,Commercial,1,Senior Analyst,"Seattle, WA",,65449,False,0.0,True,0.097,Full-time,Active,2022-04-30,,Black,Single,Associate,Monthly,False,False,CC1011,1.0,Non-exempt,False,Not in plan,False,2,2022-07-30,0,,2023-07-31,15,4.36,67681,91.48673541614275,0.07797947645395958
378,Cameron,Miller,Male,she/her,26,1996-04-30,HR,Corporate,3,VP,"Seattle, WA",,81655,False,0.0,False,0.0,Full-time,Terminated,2022-04-30,2024-11-30,Asian,Married,Bachelor,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,15,3.35,85285,63.814937236542164,0.35840419759873526
379,Jordan,Rodriguez,Male,she/her,42,1980-05-31,Sales,Commercial,1,Senior Manager,"Seattle, WA",,116757,True,0.109,True,0.0944,Full-time,Active,2022-05-31,,White,Single,Bachelor,Monthly,False,True,CC1008,0.8,Non-exempt,False,Not in plan,True,1,2022-06-30,0,,2023-07-31,14,3.54,121067,66.0715387872361,0.3394087767489161
380,Robin,Jones,Male,she/her,29,1993-05-31,Engineering,Tech,2,Senior Manager,"Austin, TX",,127193,False,0.0,True,0.0634,Full-time,Active,2022-05-31,,Black,Married,High School,Monthly,False,False,CC1004,1.0,Exempt,False,Not in plan,False,0,,0,,2023-07-31,14,2.63,133125,54.41445904576312,0.42995117841130487
381,Casey,Wilson,Female,he/him,35,1987-05-31,Sales,Commercial,1,Senior Analyst,"Austin, TX",,98830,False,0.0,True,0.0996,Full-time,Active,2022-05-31,,Hispanic,Married,Bachelor,Monthly,False,False,CC1018,0.8,Non-exempt,False,Not in plan,False,3,2022-12-31,0,,2023-07-31,14,3.0,102935,64.70898583405774,0.31270158235760975
